,Price,Manufacturer,Prod. year,Category,Leather interior,Fuel type,Mileage,Cylinders,Gear box type,Color,Airbags
15852,87021,MERCEDES-BENZ,2013,Microbus,Yes,Diesel,240000 km,8.0,Manual,White,2
15854,30420,TOYOTA,2014,Jeep,Yes,Petrol,95000 km,6.0,Automatic,Brown,12
15855,21953,NISSAN,2016,Sedan,No,Petrol,56000 km,4.0,Automatic,White,12
15856,47000,TOYOTA,2014,Sedan,Yes,Hybrid,73602 km,4.0,Tiptronic,Silver,10
15859,55845,HONDA,2018,Hatchback,Yes,Petrol,29939 km,4.0,Automatic,Silver,4
15861,3136,HONDA,2005,Minivan,No,Petrol,1111 km,4.0,Tiptronic,Black,2
15862,14900,SUBARU,2011,Hatchback,No,Petrol,128000 km,4.0,Tiptronic,Silver,7
15863,5331,TOYOTA,2015,Sedan,Yes,Petrol,245792 km,4.0,Automatic,Black,12
15864,13900,VOLKSWAGEN,2013,Sedan,No,Petrol,95000 km,4.0,Tiptronic,Black,8
15865,11290,TOYOTA,2008,Sedan,No,Petrol,23000 km,4.0,Automatic,Grey,12
15866,26971,MITSUBISHI,2013,Jeep,No,Petrol,126000 km,6.0,Automatic,Orange,8
15867,5959,TOYOTA,2014,Sedan,Yes,Hybrid,126000 km,4.0,Automatic,Black,12
15869,43592,NISSAN,2018,Jeep,Yes,Petrol,70000 km,4.0,Tiptronic,Grey,12
15870,3293,KIA,2018,Jeep,Yes,Petrol,57618 km,4.0,Automatic,Purple,12
15871,36899,HYUNDAI,2014,Minivan,Yes,Diesel,86227 km,4.0,Automatic,Silver,4
15872,51194,HYUNDAI,2017,Jeep,Yes,Diesel,114000 km,4.0,Automatic,Grey,4
15873,21768,CHEVROLET,2012,Jeep,Yes,Diesel,86342 km,4.0,Automatic,Grey,4
15874,35043,SSANGYONG,2013,Jeep,Yes,Diesel,92728 km,4.0,Automatic,Silver,4
15875,10349,TOYOTA,2012,Hatchback,Yes,Hybrid,180000 km,4.0,Variator,Silver,4
15876,14426,SUBARU,2019,Sedan,Yes,Petrol,1275 km,4.0,Automatic,Silver,12
15878,23521,FORD,2015,Hatchback,Yes,Plug-in Hybrid,179200 km,4.0,Tiptronic,Silver,8
15879,26657,INFINITI,2008,Coupe,Yes,Petrol,151000 km,6.0,Manual,Black,12
15881,24148,TOYOTA,2014,Sedan,No,Hybrid,132669 km,4.0,Automatic,Green,2
15882,4704,VOLKSWAGEN,1996,Hatchback,No,CNG,280000 km,4.0,Manual,Black,2
15883,12544,TOYOTA,2014,Hatchback,No,Hybrid,547744 km,4.0,Automatic,White,12
15885,32744,HYUNDAI,2015,Jeep,Yes,Diesel,174899 km,4.0,Automatic,White,4
15886,22580,VOLKSWAGEN,2014,Sedan,Yes,Petrol,78000 km,6.0,Tiptronic,White,12
15887,13799,MERCEDES-BENZ,2004,Sedan,Yes,Petrol,95140 km,6.0,Tiptronic,Silver,8
15888,8151,TOYOTA,2005,Hatchback,No,Petrol,190000 km,4.0,Automatic,Silver,8
15889,15367,TOYOTA,2010,Hatchback,No,Hybrid,241000 km,4.0,Automatic,White,4
15890,29793,TOYOTA,2019,Jeep,Yes,Petrol,4330 km,4.0,Automatic,White,12
15892,4547,HYUNDAI,2012,Sedan,Yes,Hybrid,259934 km,4.0,Automatic,Red,12
15893,16778,KIA,2014,Sedan,Yes,Petrol,40228 km,4.0,Automatic,Silver,4
15894,6899,KIA,2007,Jeep,Yes,Diesel,79776 km,4.0,Automatic,White,4
15895,6586,OPEL,1998,Sedan,No,Petrol,224000 km,4.0,Manual,Green,4
15896,6586,TOYOTA,2004,Sedan,No,Petrol,178000 km,4.0,Automatic,Silver,2
15897,22260,TOYOTA,2012,Sedan,Yes,Petrol,70000 km,4.0,Tiptronic,White,12
15898,14113,HYUNDAI,2013,Coupe,No,Petrol,90000 km,4.0,Manual,Black,4
15900,20071,MERCEDES-BENZ,2004,Jeep,Yes,CNG,175000 km,6.0,Tiptronic,Silver,12
15901,1019,CHEVROLET,2012,Jeep,Yes,Petrol,343283 km,6.0,Automatic,Brown,12
15902,4077,BMW,1999,Sedan,No,CNG,12000 km,4.0,Manual,Silver,6
15903,12544,LEXUS,2015,Jeep,Yes,Petrol,92035 km,6.0,Automatic,Black,12
15904,13485,CHEVROLET,2012,Jeep,Yes,Petrol,155000 km,10.0,Tiptronic,Silver,10
15905,3450,MERCEDES-BENZ,1992,Sedan,No,CNG,155000 km,6.0,Manual,Beige,4
15908,43868,SSANGYONG,2016,Jeep,Yes,Diesel,68961 km,4.0,Automatic,White,4
15909,3763,TOYOTA,2013,Sedan,Yes,Hybrid,124912 km,4.0,Automatic,White,12
15910,6272,LEXUS,2013,Jeep,Yes,Petrol,202651 km,8.0,Automatic,Black,12
15911,12544,HYUNDAI,2015,Sedan,Yes,LPG,548407 km,4.0,Automatic,Orange,4
15912,35610,SSANGYONG,2017,Jeep,Yes,Petrol,71402 km,4.0,Automatic,Silver,4
15913,55638,HYUNDAI,2014,Jeep,Yes,Diesel,91321 km,4.0,Automatic,White,4
15914,18798,HYUNDAI,2011,Sedan,Yes,Petrol,158000 km,4.0,Automatic,White,4
15915,7500,NISSAN,2012,Hatchback,No,Petrol,66000 km,3.0,Automatic,Silver,2
15916,1411,NISSAN,2011,Jeep,Yes,Petrol,135467 km,4.0,Automatic,White,12
15917,29793,NISSAN,2015,Jeep,No,Petrol,29120 km,4.0,Tiptronic,Silver,12
15918,53872,SSANGYONG,2016,Jeep,Yes,Diesel,14950 km,4.0,Automatic,Silver,4
15919,36065,MERCEDES-BENZ,2014,Sedan,Yes,Petrol,72000 km,4.0,Automatic,Black,12
15920,2038,TOYOTA,2015,Jeep,Yes,Hybrid,104795 km,4.0,Automatic,White,12
15921,9500,TOYOTA,2014,Hatchback,No,Hybrid,96000 km,4.0,Automatic,White,2
15923,23521,MERCEDES-BENZ,2004,Minivan,Yes,LPG,245000 km,6.0,Tiptronic,White,4
15924,15524,KIA,2014,Sedan,No,Hybrid,269513 km,4.0,Automatic,Grey,8
15925,14740,TOYOTA,2014,Hatchback,No,Hybrid,152000 km,4.0,Variator,Silver,8
15926,3136,HONDA,2012,Sedan,Yes,Petrol,152000 km,6.0,Automatic,Grey,12
15927,9252,MERCEDES-BENZ,2012,Sedan,Yes,Diesel,171221 km,6.0,Automatic,Black,12
15928,25716,MINI,2011,Jeep,Yes,Petrol,184000 km,4.0,Tiptronic,Red,12
15929,27065,HYUNDAI,2015,Sedan,Yes,Petrol,103825 km,4.0,Automatic,White,4
15931,11604,FORD,2012,Hatchback,Yes,Hybrid,11593 km,4.0,Automatic,Silver,12
15932,12544,NISSAN,2011,Jeep,Yes,Petrol,57000 km,4.0,Automatic,White,8
15933,12544,OPEL,2007,Universal,No,Petrol,150000 km,4.0,Manual,Silver,7
15934,9408,VOLVO,2011,Sedan,No,Petrol,100000 km,5.0,Tiptronic,Black,10
15935,18100,TOYOTA,2012,Hatchback,No,Hybrid,115000 km,2.0,Automatic,Black,6
15937,19444,NISSAN,2010,Jeep,No,Petrol,162309 km,4.0,Tiptronic,Grey,6
15938,15367,KIA,2010,Jeep,Yes,Diesel,77400 km,4.0,Automatic,Grey,4
15939,8311,HONDA,2013,Jeep,Yes,Hybrid,144872 km,4.0,Automatic,White,4
15940,18817,TOYOTA,2013,Sedan,No,Hybrid,199373 km,4.0,Automatic,Silver,8
15941,34074,HYUNDAI,2014,Coupe,Yes,Petrol,65840 km,4.0,Automatic,White,4
15942,8154,MAZDA,2005,Sedan,Yes,Petrol,65840 km,4.0,Automatic,Carnelian red,4
15944,9408,MERCEDES-BENZ,2001,Sedan,No,Petrol,2000 km,6.0,Automatic,Black,8
15945,21796,TOYOTA,2017,Sedan,Yes,Petrol,48000 km,4.0,Tiptronic,Black,8
15946,53185,HONDA,2018,Sedan,Yes,Petrol,38639 km,4.0,Automatic,Black,4
15947,22649,SSANGYONG,2011,Jeep,Yes,Diesel,131114 km,4.0,Automatic,Silver,4
15949,11917,MERCEDES-BENZ,2003,Sedan,Yes,CNG,131114 km,6.0,Automatic,Silver,8
15950,38251,CHEVROLET,2016,Sedan,Yes,Petrol,129459 km,4.0,Automatic,Black,4
15951,33575,HYUNDAI,2018,Sedan,Yes,Petrol,65734 km,4.0,Automatic,Blue,4
15952,3500,OPEL,1996,Universal,No,Petrol,30000 km,4.0,Manual,Carnelian red,2
15954,15053,HONDA,2013,Hatchback,No,Hybrid,114000 km,4.0,Variator,White,2
15956,17876,HYUNDAI,2016,Sedan,No,Petrol,54590 km,4.0,Manual,Black,10
15957,7840,FORD,1996,Microbus,No,Diesel,54590 km,4.0,Manual,White,10
15958,27911,AUDI,2011,Sedan,Yes,Petrol,147200 km,4.0,Tiptronic,Black,12
15959,16621,FORD,2014,Sedan,Yes,Hybrid,254455 km,6.0,Automatic,White,12
15960,4077,AUDI,2010,Jeep,Yes,Petrol,282643 km,6.0,Automatic,Blue,12
15961,10349,FORD,2013,Sedan,Yes,Petrol,117000 km,4.0,Tiptronic,Grey,12
15962,18189,FORD,2014,Sedan,No,Petrol,133000 km,4.0,Tiptronic,Green,12
15963,12432,DAEWOO,2011,Sedan,Yes,Petrol,160622 km,4.0,Automatic,White,4
15964,15132,HYUNDAI,2010,Sedan,Yes,Petrol,103149 km,4.0,Automatic,Silver,4
15965,4861,MERCEDES-BENZ,2012,Sedan,Yes,Diesel,128202 km,6.0,Automatic,Black,12
15967,4600,MERCEDES-BENZ,2001,Sedan,Yes,Petrol,296399 km,4.0,Automatic,Blue,6
15968,13485,CHEVROLET,2007,Pickup,Yes,Diesel,120000 km,4.0,Automatic,White,8
15972,43714,HYUNDAI,2018,Jeep,Yes,Diesel,38945 km,4.0,Automatic,Silver,4
15973,54882,LEXUS,2015,Jeep,Yes,Petrol,37000 km,6.0,Tiptronic,Black,10
15974,12544,TOYOTA,2008,Hatchback,No,Hybrid,176000 km,4.0,Variator,Silver,4
15975,44517,HYUNDAI,2016,Universal,Yes,Diesel,124708 km,4.0,Automatic,Grey,4
15976,65024,FORD,2013,Jeep,Yes,Petrol,46616 km,4.0,Automatic,White,4
15977,11447,LEXUS,2014,Hatchback,Yes,Hybrid,132563 km,4.0,Automatic,Red,4
15978,13700,SUZUKI,2006,Jeep,No,Petrol,299200 km,6.0,Automatic,Silver,2
15979,1646,MERCEDES-BENZ,2014,Jeep,Yes,Diesel,299200 km,6.0,Automatic,Silver,12
15981,17876,TOYOTA,2009,Hatchback,Yes,Petrol,211200 km,4.0,Variator,Silver,12
15982,23304,CHEVROLET,2016,Jeep,Yes,Diesel,122198 km,4.0,Automatic,Black,4
15983,15367,HYUNDAI,2015,Sedan,Yes,LPG,283895 km,4.0,Automatic,Silver,4
15984,23000,TOYOTA,2014,Hatchback,No,Hybrid,68000 km,4.0,Automatic,White,12
15985,4704,VOLKSWAGEN,1999,Sedan,No,Petrol,248000 km,4.0,Manual,Black,8
15986,13172,HYUNDAI,2013,Sedan,No,Petrol,80000 km,4.0,Tiptronic,Grey,12
15989,13799,CHRYSLER,2005,Cabriolet,Yes,Petrol,100000 km,8.0,Automatic,Silver,6
15990,17346,HYUNDAI,2012,Universal,Yes,Diesel,230000 km,4.0,Automatic,Yellow,4
15991,17249,HYUNDAI,2013,Sedan,Yes,Hybrid,115000 km,4.0,Automatic,Carnelian red,8
15992,34497,BMW,2011,Sedan,Yes,Petrol,156000 km,6.0,Tiptronic,Black,12
15994,19080,CHEVROLET,2014,Jeep,Yes,Diesel,161296 km,4.0,Automatic,White,4
15995,43278,LEXUS,2011,Jeep,Yes,Petrol,160138 km,8.0,Automatic,White,4
15996,2038,TOYOTA,2015,Sedan,Yes,Hybrid,104795 km,4.0,Automatic,White,12
15997,5959,OPEL,2000,Sedan,No,CNG,185777 km,4.0,Automatic,Blue,4
15998,23436,HYUNDAI,2014,Minivan,Yes,Diesel,173490 km,4.0,Automatic,Black,4
15999,7213,MERCEDES-BENZ,2000,Coupe,No,Petrol,226000 km,4.0,Automatic,Black,4
16000,14269,BMW,2015,Jeep,Yes,Petrol,96360 km,4.0,Automatic,White,12
16001,13589,HYUNDAI,2012,Sedan,Yes,Diesel,114500 km,4.0,Automatic,Silver,4
16003,20005,SSANGYONG,2010,Jeep,Yes,Diesel,121899 km,4.0,Automatic,Black,4
16004,9408,MITSUBISHI,2003,Jeep,Yes,CNG,101000 km,6.0,Tiptronic,White,4
16005,9252,HYUNDAI,2015,Sedan,Yes,LPG,510248 km,4.0,Automatic,Orange,4
16006,18503,MINI,2014,Coupe,Yes,Petrol,86234 km,3.0,Manual,Black,10
16007,17249,TOYOTA,2011,Hatchback,No,Hybrid,142000 km,4.0,Variator,Beige,12
16009,14740,BMW,2009,Sedan,Yes,Petrol,275000 km,6.0,Tiptronic,Black,8
16010,17876,TOYOTA,2010,Hatchback,No,Hybrid,150000 km,4.0,Variator,White,10
16011,3763,DAEWOO,2009,Sedan,Yes,Petrol,91930 km,4.0,Automatic,Silver,4
16013,12074,MERCEDES-BENZ,2011,Jeep,Yes,Diesel,246600 km,6.0,Automatic,Grey,4
16014,50178,FORD,2016,Jeep,Yes,Petrol,8000 km,4.0,Tiptronic,Black,6
16015,17249,FORD,2010,Jeep,Yes,Hybrid,131000 km,4.0,Automatic,Grey,10
16016,6586,BMW,1996,Coupe,No,Petrol,357806 km,6.0,Manual,Blue,2
16017,28830,SSANGYONG,2014,Jeep,Yes,Diesel,72030 km,4.0,Automatic,Blue,4
16019,94083,BMW,2015,Jeep,Yes,Diesel,160000 km,6.0,Automatic,Black,5
16020,11917,HONDA,2010,Sedan,No,Petrol,171200 km,4.0,Tiptronic,Red,5
16021,8781,HONDA,2009,Hatchback,No,Petrol,185000 km,4.0,Automatic,Grey,6
16022,62722,BMW,2012,Jeep,Yes,Petrol,95000 km,6.0,Tiptronic,Black,6
16023,1333,FORD,2008,Jeep,Yes,Hybrid,349288 km,4.0,Automatic,Blue,6
16024,2587,FORD,2015,Sedan,Yes,Hybrid,88795 km,4.0,Automatic,Black,6
16026,14000,KIA,2017,Sedan,No,Petrol,46000 km,4.0,Manual,Silver,4
16027,5488,TOYOTA,2019,Jeep,Yes,Petrol,78424 km,4.0,Automatic,Red,12
16028,9722,TOYOTA,2018,Sedan,Yes,Hybrid,127515 km,4.0,Automatic,Black,12
16030,3293,TOYOTA,2010,Hatchback,Yes,Hybrid,159382 km,4.0,Automatic,White,12
16032,23521,TOYOTA,2015,Jeep,Yes,Petrol,58285 km,4.0,Automatic,Blue,12
16033,12858,CHEVROLET,2012,Sedan,No,Petrol,122488 km,4.0,Tiptronic,Golden,16
16034,1019,HYUNDAI,2017,Sedan,Yes,Petrol,25635 km,4.0,Automatic,Black,12
16035,8781,MITSUBISHI,2002,Jeep,No,Petrol,168000 km,4.0,Tiptronic,White,4
16036,2800,VAZ,1981,Sedan,Yes,Petrol,55000 km,4.0,Manual,Orange,4
16037,6272,CHEVROLET,2009,Sedan,Yes,Petrol,49232 km,4.0,Automatic,Silver,4
16038,12544,HYUNDAI,2015,Sedan,Yes,LPG,600805 km,4.0,Automatic,Orange,4
16040,28225,BMW,2013,Jeep,Yes,Petrol,108000 km,12.0,Tiptronic,Black,12
16041,16308,TOYOTA,2012,Sedan,No,Petrol,124000 km,4.0,Automatic,Black,12
16042,22266,MERCEDES-BENZ,2012,Jeep,Yes,Diesel,193267 km,6.0,Automatic,Grey,12
16043,2430,MERCEDES-BENZ,2008,Sedan,Yes,Diesel,175614 km,6.0,Automatic,Black,12
16045,4234,TOYOTA,2015,Hatchback,Yes,Hybrid,123778 km,4.0,Automatic,Grey,12
16046,1490,JEEP,2017,Jeep,Yes,Petrol,44690 km,6.0,Automatic,Brown,12
16047,17634,HYUNDAI,2012,Hatchback,Yes,Diesel,183380 km,4.0,Automatic,Grey,4
16048,11992,HYUNDAI,2007,Sedan,Yes,Petrol,150863 km,4.0,Automatic,White,4
16049,23521,VOLKSWAGEN,2017,Sedan,Yes,Petrol,28000 km,4.0,Manual,White,12
16050,3920,TOYOTA,2008,Hatchback,No,Hybrid,337600 km,4.0,Automatic,Blue,12
16051,19757,MINI,2011,Jeep,Yes,Petrol,119416 km,4.0,Manual,Blue,12
16052,10976,DODGE,2012,Sedan,No,Petrol,110000 km,4.0,Tiptronic,Blue,8
16053,10000,NISSAN,2004,Minivan,No,CNG,110000 km,4.0,Automatic,Beige,4
16054,13799,HYUNDAI,2015,Sedan,Yes,LPG,30258 km,4.0,Automatic,Silver,4
16056,77775,BMW,2014,Jeep,Yes,Petrol,158000 km,6.0,Tiptronic,White,12
16057,10192,HONDA,2014,Hatchback,No,Hybrid,158000 km,4.0,Automatic,Yellow,2
16058,20071,TOYOTA,2012,Sedan,Yes,Petrol,94000 km,4.0,Tiptronic,White,10
16059,2352,GMC,2011,Jeep,Yes,Petrol,177376 km,6.0,Automatic,Black,12
16060,30583,HYUNDAI,2014,Jeep,Yes,Diesel,212762 km,4.0,Automatic,Silver,4
16061,9095,SUBARU,2013,Jeep,Yes,Petrol,173000 km,4.0,Variator,Blue,6
16063,9500,MERCEDES-BENZ,2000,Sedan,Yes,Petrol,173000 km,6.0,Tiptronic,Black,6
16064,6899,VOLKSWAGEN,2001,Sedan,No,CNG,173000 km,4.0,Manual,Blue,4
16065,44247,HYUNDAI,2015,Jeep,Yes,Diesel,153958 km,4.0,Automatic,White,4
16066,2300,FORD,2003,Microbus,No,Diesel,13000 km,4.0,Manual,Black,4
16067,15681,HYUNDAI,2016,Sedan,Yes,LPG,248705 km,4.0,Automatic,Silver,4
16068,29793,KIA,2014,Jeep,Yes,Diesel,43340 km,4.0,Automatic,White,4
16069,16894,HYUNDAI,2010,Sedan,Yes,Petrol,71202 km,4.0,Automatic,Silver,4
16070,14426,FORD,2011,Jeep,Yes,Petrol,128000 km,4.0,Automatic,Silver,8
16071,16935,TOYOTA,2013,Hatchback,No,Hybrid,91400 km,4.0,Tiptronic,Silver,12
16072,1490,LEXUS,2013,Jeep,Yes,Petrol,154115 km,8.0,Automatic,Black,12
16073,3763,VOLKSWAGEN,1996,Hatchback,No,Petrol,220000 km,4.0,Manual,Black,2
16074,25205,HYUNDAI,2014,Sedan,Yes,Petrol,253966 km,4.0,Automatic,White,4
16075,15681,KIA,2014,Sedan,Yes,Petrol,98579 km,4.0,Automatic,Grey,4
16076,2038,HONDA,2015,Sedan,Yes,Petrol,80542 km,4.0,Automatic,Grey,12
16077,15677,CHEVROLET,2016,Jeep,Yes,Diesel,30374 km,4.0,Automatic,Silver,4
16078,22423,HYUNDAI,2012,Minivan,Yes,Diesel,75437 km,4.0,Automatic,Grey,4
16079,32954,HYUNDAI,2015,Jeep,Yes,Diesel,103589 km,4.0,Automatic,Black,4
16081,63839,FORD,2014,Jeep,Yes,Petrol,48515 km,4.0,Automatic,Black,4
16083,2822,MERCEDES-BENZ,1987,Sedan,No,Petrol,240000 km,4.0,Manual,Green,4
16085,18654,HYUNDAI,2011,Minivan,Yes,Diesel,69624 km,4.0,Automatic,Black,4
16086,10976,HYUNDAI,2015,Sedan,Yes,LPG,311337 km,4.0,Automatic,White,4
16087,16766,CHEVROLET,2012,Sedan,Yes,Diesel,90815 km,4.0,Automatic,White,4
16088,14113,VOLKSWAGEN,2012,Sedan,Yes,Petrol,120000 km,5.0,Tiptronic,White,4
16089,1254,AUDI,2014,Sedan,Yes,Petrol,42395 km,4.0,Automatic,Grey,4
16090,19757,FORD,2013,Hatchback,No,Hybrid,72000 km,4.0,Automatic,Grey,6
16091,26030,CHEVROLET,2017,Hatchback,Yes,Hybrid,52062 km,4.0,Automatic,Blue,6
16092,10663,TOYOTA,2016,Jeep,Yes,Hybrid,109344 km,6.0,Automatic,White,12
16093,2500,OPEL,1996,Hatchback,No,Petrol,211375 km,4.0,Manual,Black,2
16094,25716,BUICK,2016,Jeep,No,Petrol,10295 km,4.0,Tiptronic,Silver,8
16095,27889,HYUNDAI,2011,Jeep,Yes,Diesel,151594 km,4.0,Automatic,Silver,4
16096,12544,OPEL,2008,Hatchback,No,Petrol,155485 km,6.0,Manual,White,6
16097,7213,BMW,2012,Jeep,Yes,Diesel,274098 km,6.0,Automatic,White,6
16098,12544,TOYOTA,2007,Sedan,Yes,Hybrid,150000 km,4.0,Automatic,Grey,12
16099,21953,NISSAN,2012,Jeep,Yes,Petrol,55395 km,4.0,Automatic,Black,12
16100,5018,LEXUS,2015,Jeep,Yes,Petrol,188078 km,8.0,Automatic,Black,12
16101,42218,HYUNDAI,2016,Minivan,Yes,Diesel,96334 km,4.0,Automatic,Grey,4
16102,5331,MITSUBISHI,2003,Sedan,No,Petrol,84000 km,4.0,Tiptronic,Black,6
16103,60684,LEXUS,2016,Jeep,Yes,Petrol,37514 km,4.0,Automatic,Silver,10
16104,7056,DODGE,2012,Sedan,Yes,Petrol,37514 km,8.0,Automatic,White,12
16106,9063,SSANGYONG,2009,Jeep,Yes,Diesel,77016 km,4.0,Automatic,Silver,4
16107,22266,LEXUS,2015,Jeep,Yes,Petrol,54822 km,6.0,Automatic,Black,12
16108,25264,HYUNDAI,2014,Minivan,Yes,Diesel,198916 km,4.0,Automatic,Yellow,4
16109,20385,NISSAN,2011,Jeep,Yes,Petrol,133000 km,4.0,Automatic,Blue,6
16110,20071,TOYOTA,2014,Sedan,No,Hybrid,51000 km,4.0,Variator,White,7
16111,6899,OPEL,1998,Sedan,No,Petrol,150000 km,4.0,Manual,Blue,7
16113,15900,TOYOTA,2011,Sedan,No,Hybrid,160000 km,4.0,Automatic,White,6
16114,1725,LEXUS,2015,Hatchback,Yes,Hybrid,94949 km,4.0,Automatic,White,6
16115,16894,SSANGYONG,2011,Jeep,Yes,Diesel,146610 km,4.0,Automatic,White,4
16116,25763,CHEVROLET,2015,Jeep,Yes,Diesel,78356 km,4.0,Automatic,Silver,4
16117,8778,CHEVROLET,2014,Sedan,Yes,Petrol,34855 km,4.0,Automatic,White,4
16118,20385,FORD,2001,Microbus,Yes,Diesel,240000 km,6.0,Manual,White,4
16120,25089,MERCEDES-BENZ,2007,Jeep,Yes,Diesel,180000 km,6.0,Tiptronic,Black,12
16121,25889,HYUNDAI,2014,Sedan,Yes,Petrol,84640 km,4.0,Automatic,White,4
16122,17249,MITSUBISHI,1997,Jeep,Yes,Diesel,159000 km,4.0,Automatic,Blue,2
16123,16308,VOLVO,2010,Goods wagon,No,Diesel,180300 km,4.0,Manual,Black,8
16124,8097,DAEWOO,2011,Sedan,Yes,Petrol,239917 km,4.0,Automatic,White,4
16125,41048,HYUNDAI,2013,Coupe,Yes,Petrol,95605 km,4.0,Automatic,Black,4
16126,34845,AUDI,2003,Sedan,Yes,Petrol,170000 km,8.0,Tiptronic,Black,8
16129,16308,AUDI,2016,Sedan,Yes,Petrol,1717 km,4.0,Automatic,Black,8
16131,45436,HYUNDAI,2018,Universal,Yes,Diesel,45535 km,4.0,Automatic,Silver,4
16132,13485,HYUNDAI,2011,Sedan,No,Petrol,148552 km,4.0,Automatic,Black,12
16133,13485,FORD,2008,Jeep,Yes,Hybrid,175000 km,4.0,Automatic,Sky blue,6
16134,44247,HYUNDAI,2015,Jeep,Yes,Diesel,147542 km,4.0,Automatic,Blue,4
16135,4861,OPEL,1999,Universal,No,Diesel,147542 km,4.0,Automatic,Silver,4
16137,16480,DODGE,2010,Jeep,No,Petrol,83000 km,4.0,Automatic,Black,8
16139,7527,HONDA,2004,Hatchback,No,Petrol,150000 km,4.0,Variator,Silver,4
16140,5802,MERCEDES-BENZ,2013,Sedan,Yes,Diesel,107800 km,6.0,Automatic,Grey,12
16141,6272,TOYOTA,2012,Sedan,No,Plug-in Hybrid,164688 km,4.0,Variator,White,12
16142,39499,FORD,2013,Sedan,Yes,Petrol,72407 km,4.0,Automatic,White,4
16143,7527,MERCEDES-BENZ,1999,Coupe,Yes,Petrol,16400 km,4.0,Manual,Blue,8
16144,15612,HYUNDAI,2011,Universal,Yes,Diesel,259306 km,4.0,Automatic,Yellow,4
16145,10036,CHEVROLET,2012,Sedan,No,Petrol,148000 km,4.0,Tiptronic,Grey,10
16146,11290,HYUNDAI,2016,Sedan,Yes,LPG,239291 km,4.0,Automatic,Silver,4
16147,13877,HYUNDAI,2010,Hatchback,Yes,Petrol,103000 km,4.0,Automatic,Grey,4
16148,16935,TOYOTA,2012,Sedan,Yes,Hybrid,112501 km,4.0,Automatic,Sky blue,8
16150,12231,HONDA,2011,Hatchback,No,Hybrid,160000 km,4.0,Automatic,Black,2
16151,29777,HYUNDAI,2012,Jeep,Yes,Diesel,206608 km,4.0,Automatic,Silver,4
16152,2822,FORD,2015,Sedan,Yes,Hybrid,100747 km,4.0,Automatic,Green,4
16153,23138,SSANGYONG,2013,Jeep,Yes,Diesel,77917 km,4.0,Automatic,Black,4
16154,1411,TOYOTA,2011,Sedan,Yes,Petrol,190789 km,4.0,Automatic,Pink,12
16155,8467,HONDA,2005,Hatchback,No,Petrol,224476 km,4.0,Automatic,Silver,3
16156,9252,HYUNDAI,2015,Sedan,Yes,LPG,510853 km,4.0,Automatic,Orange,4
16158,7840,OPEL,2007,Goods wagon,No,Diesel,210000 km,4.0,Manual,White,2
16159,13172,NISSAN,2012,Minivan,No,Hybrid,121000 km,4.0,Automatic,Silver,6
16160,9722,BMW,2016,Sedan,Yes,Petrol,70195 km,4.0,Automatic,White,12
16161,10349,HYUNDAI,2015,Sedan,No,Petrol,110000 km,4.0,Tiptronic,Silver,8
16162,12388,MERCEDES-BENZ,2010,Sedan,Yes,Diesel,189530 km,6.0,Automatic,Black,12
16163,1803,HYUNDAI,2014,Sedan,Yes,Petrol,189530 km,4.0,Automatic,Blue,12
16164,27093,HYUNDAI,2014,Minivan,Yes,Diesel,189167 km,4.0,Automatic,Grey,4
16165,18033,CHEVROLET,2017,Sedan,No,Petrol,49439 km,4.0,Automatic,Grey,6
16166,13476,HONDA,2016,Hatchback,Yes,Petrol,4422 km,4.0,Automatic,Silver,4
16167,32274,HYUNDAI,2016,Sedan,Yes,Petrol,86391 km,4.0,Automatic,Silver,4
16168,8947,KIA,2013,Sedan,Yes,Petrol,47232 km,4.0,Automatic,Silver,4
16169,8000,MERCEDES-BENZ,1999,Sedan,No,Petrol,253000 km,6.0,Manual,Silver,5
16170,2509,TOYOTA,2015,Sedan,Yes,Petrol,127680 km,4.0,Automatic,Grey,12
16171,28225,TOYOTA,2018,Sedan,No,Petrol,142000 km,4.0,Tiptronic,White,12
16172,7840,CHEVROLET,2006,Hatchback,No,Petrol,120000 km,3.0,Automatic,Red,4
16174,19444,MERCEDES-BENZ,2009,Minivan,No,Diesel,220000 km,4.0,Manual,White,4
16175,35579,HYUNDAI,2014,Jeep,Yes,Diesel,175126 km,4.0,Automatic,Grey,4
16176,15125,CHEVROLET,2012,Jeep,Yes,Diesel,156834 km,4.0,Automatic,Golden,4
16177,16308,MERCEDES-BENZ,2003,Sedan,Yes,LPG,228000 km,6.0,Tiptronic,Black,10
16178,9095,HONDA,2002,Jeep,Yes,CNG,177000 km,4.0,Manual,Silver,8
16179,11917,KIA,2013,Sedan,Yes,Petrol,53217 km,4.0,Automatic,Silver,4
16180,6272,OPEL,2000,Sedan,Yes,CNG,53217 km,4.0,Manual,Blue,6
16181,13172,HYUNDAI,2016,Sedan,Yes,LPG,381135 km,4.0,Automatic,Orange,4
16182,12544,HYUNDAI,2015,Sedan,Yes,LPG,471632 km,4.0,Automatic,Orange,4
16183,40142,KIA,2016,Jeep,Yes,Diesel,53000 km,4.0,Tiptronic,Silver,8
16184,16935,HYUNDAI,2012,Sedan,Yes,Petrol,160160 km,4.0,Tiptronic,Black,12
16185,16308,BMW,2004,Jeep,Yes,CNG,16000 km,6.0,Tiptronic,Silver,8
16186,24920,SSANGYONG,2013,Jeep,Yes,Diesel,71561 km,4.0,Automatic,Grey,4
